TimeStamp [µs],47 (ID=0) [pV],48 (ID=1) [pV],46 (ID=2) [pV],45 (ID=3) [pV],38 (ID=4) [pV],37 (ID=5) [pV],28 (ID=6) [pV],36 (ID=7) [pV],27 (ID=8) [pV],17 (ID=9) [pV],26 (ID=10) [pV],16 (ID=11) [pV],35 (ID=12) [pV],25 (ID=13) [pV],Ref (ID=14) [pV],14 (ID=15) [pV],24 (ID=16) [pV],34 (ID=17) [pV],13 (ID=18) [pV],23 (ID=19) [pV],12 (ID=20) [pV],22 (ID=21) [pV],33 (ID=22) [pV],21 (ID=23) [pV],32 (ID=24) [pV],31 (ID=25) [pV],44 (ID=26) [pV],43 (ID=27) [pV],41 (ID=28) [pV],42 (ID=29) [pV],52 (ID=30) [pV],51 (ID=31) [pV],53 (ID=32) [pV],54 (ID=33) [pV],61 (ID=34) [pV],62 (ID=35) [pV],71 (ID=36) [pV],63 (ID=37) [pV],72 (ID=38) [pV],82 (ID=39) [pV],73 (ID=40) [pV],83 (ID=41) [pV],64 (ID=42) [pV],74 (ID=43) [pV],84 (ID=44) [pV],85 (ID=45) [pV],75 (ID=46) [pV],65 (ID=47) [pV],86 (ID=48) [pV],76 (ID=49) [pV],87 (ID=50) [pV],77 (ID=51) [pV],66 (ID=52) [pV],78 (ID=53) [pV],67 (ID=54) [pV],68 (ID=55) [pV],55 (ID=56) [pV],56 (ID=57) [pV],58 (ID=58) [pV],57 (ID=59) [pV]
85800,3814720,4231955,1847755,-7748650,4351165,417235,5662475,5304845,7450625,3993535,5364450,3337880,5900895,3993535,596050,6675760,298025,3397485,5483660,1072890,1847755,4649190,4231955,1549730,2086175,15497300,3457090,7271810,5126030,2980250,3457090,3814720,3516695,5841290,3993535,5900895,4828005,4947215,7033390,4231955,4053140,774865,4768400,4768400,6198920,4172350,1788150,715260,6377735,4529980,4887610,5483660,4053140,4649190,4410770,4470375,3695510,1430520,6556550,4291560
85900,-3159065,-3814720,-3516695,5006820,536445,-6079710,-4649190,3933930,59605,238420,1549730,-1788150,1490125,-1728545,-298025,1013285,-5126030,-2682225,-3218670,-4231955,-3397485,-2324595,-1847755,-1847755,-1728545,5960500,-1847755,59605,-1370915,-1609335,-834470,1192100,-476840,-2741830,-1966965,1311310,-476840,59605,-59605,-1192100,357630,-1013285,536445,2861040,-953680,-1192100,-2563015,-2563015,119210,-59605,-1847755,-2384200,-357630,774865,-2264990,-774865,2205385,-2026570,-2741830,1013285
86000,-298025,-1549730,-2145780,59605,-2086175,-2861040,-4112745,11384555,1132495,-834470,-2086175,-1192100,-2682225,-119210,-1549730,-1132495,-178815,-3755115,-2443805,-2384200,-1668940,-2145780,119210,-2920645,357630,596050,-1788150,-953680,-1668940,-1490125,-536445,-1370915,-1668940,-715260,-536445,-298025,-1251705,-2622620,1132495,1013285,-1072890,-1430520,298025,238420,-59605,-1847755,1072890,-1609335,-476840,238420,536445,-1430520,1251705,1490125,-1311310,417235,596050,-1013285,-1311310,3099460
86100,2264990,3755115,2682225,7867860,1549730,2086175,3159065,22769110,4410770,1311310,4351165,1907360,2563015,4172350,-596050,3278275,4947215,2622620,-357630,119210,-1192100,4351165,1192100,4589585,2324595,8285095,4768400,6139315,3218670,5126030,3039855,4351165,4947215,3457090,4470375,1549730,3755115,3874325,3337880,5483660,5960500,3993535,2563015,2503410,5781685,298025,2563015,3933930,3218670,4529980,5126030,3039855,7748650,6079710,4112745,5424055,1668940,3218670,5066425,4410770
86200,-953680,2026570,-119210,10132850,-715260,-178815,1072890,19312020,-1490125,1490125,1192100,953680,298025,-178815,238420,-357630,655655,1668940,-536445,-1251705,953680,1251705,-2384200,2324595,3039855,9536800,953680,2324595,2622620,1907360,3159065,655655,1728545,2443805,-357630,-536445,3159065,3278275,953680,1490125,2145780,2324595,1132495,-834470,4291560,655655,-596050,2801435,2205385,1668940,178815,1192100,3039855,178815,1788150,1430520,1966965,0,715260,894075
86300,1549730,596050,-655655,4351165,1490125,298025,-953680,-655655,-1072890,3099460,774865,1847755,1668940,2443805,-536445,1430520,238420,238420,417235,1549730,4053140,1847755,-1072890,4351165,298025,13232310,298025,2264990,2443805,2086175,774865,1430520,3397485,3397485,1728545,1668940,417235,2026570,2622620,2741830,2324595,2503410,2026570,357630,2861040,1490125,1847755,2443805,1132495,1490125,119210,-178815,2264990,357630,894075,-3159065,2443805,-417235,1907360,2205385
86400,3099460,1907360,1370915,7569835,1192100,1013285,1549730,2920645,834470,298025,2920645,536445,1847755,3397485,178815,2920645,-1370915,2443805,-2563015,476840,-357630,0,-417235,3576300,2324595,23245950,2801435,-536445,1609335,1728545,1311310,3159065,1192100,1788150,1132495,3516695,-59605,357630,-596050,953680,4112745,1013285,2920645,2682225,1251705,1430520,1847755,1013285,-417235,834470,-417235,3516695,3278275,1251705,2205385,655655,953680,3039855,1966965,2264990
86500,-715260,-476840,-2801435,5543265,-655655,-2622620,-3516695,-5006820,-3457090,-1907360,-774865,-1609335,357630,-3039855,-1847755,-1788150,-834470,-2324595,-715260,-2324595,-7629440,298025,-4231955,-1609335,-1430520,7808255,-3814720,-4231955,-1311310,-2741830,-1132495,-953680,-3397485,-1490125,-596050,-1788150,-2205385,-2801435,-3457090,-1370915,1251705,-3337880,-655655,-1609335,-417235,-2264990,-1370915,-1311310,-2145780,-3039855,-1728545,-536445,-655655,-1668940,-1013285,-2086175,-2384200,-655655,-953680,-894075
86600,-1490125,-178815,-357630,2324595,357630,-1549730,-834470,-3218670,59605,417235,-178815,-655655,-2980250,-357630,-953680,655655,-2086175,-1192100,-1609335,-2384200,-476840,-1966965,-2920645,1788150,178815,8821540,-953680,-1192100,417235,-3516695,-2920645,-2026570,-596050,1013285,834470,59605,1430520,-1788150,-774865,-2563015,3695510,536445,357630,119210,1370915,-596050,-596050,-2205385,-953680,-2324595,-1192100,715260,-476840,-417235,1072890,-3337880,1072890,655655,298025,-655655
86700,-476840,2861040,1072890,-119210,715260,2205385,59605,9596405,1311310,-298025,-1072890,-834470,834470,2563015,-1609335,953680,596050,-1609335,596050,-59605,5424055,-1609335,1490125,-119210,1847755,20206095,1966965,0,2264990,417235,1728545,894075,1668940,2622620,2861040,-1072890,3516695,59605,2563015,953680,1668940,-476840,178815,1609335,1132495,715260,2861040,-2205385,953680,834470,-834470,1966965,-1370915,953680,3099460,-2205385,1549730,953680,-1668940,1013285
86800,-3993535,-2980250,-1788150,-20742540,-4828005,-2384200,-3874325,-13053495,59605,-3874325,-2086175,-2503410,-3099460,-3457090,-298025,-4053140,-5006820,-5722080,-3337880,-6675760,834470,-2682225,-4351165,-4649190,-5424055,16749005,-2026570,-3457090,-3218670,-5841290,-1072890,-2980250,-119210,-4529980,-4708795,-2920645,-4649190,-5662475,-3755115,-5126030,-3099460,-6854575,-3874325,-3099460,-5424055,-2622620,-3337880,-3159065,-4589585,-2682225,-3159065,-3576300,-4351165,-3337880,-2205385,-5900895,-4053140,-3099460,-6735365,-4529980
86900,2622620,1370915,2026570,298025,2980250,0,3099460,-1966965,2026570,476840,3635905,2861040,4112745,1311310,-1013285,1192100,2384200,-476840,-59605,1788150,-119210,1013285,2443805,1966965,5960500,4708795,1609335,2205385,-238420,1013285,1847755,3457090,3635905,1251705,1072890,3159065,953680,3159065,1788150,2145780,2443805,2682225,1192100,1311310,1192100,7033390,2384200,715260,3099460,-59605,3099460,2205385,1192100,2264990,4351165,2563015,596050,2682225,-1847755,3218670
87000,4351165,2026570,1311310,8344700,1907360,1609335,3635905,21338590,1966965,1966965,2503410,1132495,2801435,1072890,-953680,2741830,2324595,357630,0,774865,-1072890,-2563015,4351165,-357630,4410770,13649545,1072890,894075,1728545,-178815,2563015,3099460,1132495,536445,834470,715260,3218670,2145780,2264990,774865,2861040,1370915,715260,-357630,238420,2205385,4172350,1430520,2801435,178815,953680,5304845,953680,536445,59605,3337880,1311310,2622620,2086175,1013285
87100,-3159065,-2861040,-5483660,-6377735,-2384200,-1013285,-1966965,-238420,-3993535,-4828005,-3993535,-3874325,-3039855,-4231955,-298025,-2622620,-3218670,-2622620,-8523515,-6496945,-5126030,-4470375,-4172350,-4768400,-5066425,9536800,-1430520,-2324595,-4649190,-6735365,-4351165,-2086175,-3814720,-4529980,-4053140,-5841290,-3278275,-1907360,-4112745,-5960500,-3337880,-2801435,-5722080,-1788150,-3099460,-4291560,-3278275,-4231955,-3039855,-1966965,-2682225,-1847755,-1132495,-4828005,-5543265,-2264990,-1430520,-4172350,-3039855,-3039855
87200,2026570,3755115,3755115,-834470,4589585,2980250,3695510,-3695510,5126030,3278275,2861040,2145780,2145780,-1549730,417235,-536445,4649190,4589585,1966965,774865,-536445,2801435,1549730,-1132495,2920645,25272520,2324595,2801435,-417235,357630,596050,2980250,3576300,2264990,2622620,1668940,2563015,59605,1490125,178815,715260,3159065,2086175,2384200,2682225,2086175,3099460,3039855,4768400,3159065,4470375,1668940,3218670,2980250,3278275,2741830,1192100,1430520,2324595,3755115
87300,-2861040,-59605,-1966965,-5006820,1192100,-3755115,-5126030,-21457800,-655655,1847755,1013285,-3039855,-417235,-1013285,-59605,-3814720,-1013285,-238420,-1013285,-2980250,-2086175,-1430520,-1192100,-4053140,298025,5543265,-3337880,-417235,-2563015,-2443805,-774865,774865,-1668940,1668940,1251705,298025,-1728545,-3576300,-1311310,-1251705,1370915,-953680,-1609335,357630,-1132495,-3099460,-1072890,59605,-178815,-2205385,119210,-357630,536445,-1490125,-1668940,-774865,-238420,-1966965,178815,-2205385
87400,238420,4828005,2741830,10073245,2741830,3218670,0,59605,1728545,2741830,3218670,417235,2563015,1966965,-1370915,-894075,3218670,1788150,3635905,1311310,3397485,1549730,1907360,2801435,119210,12695865,5066425,2324595,2503410,4828005,1668940,3278275,476840,4708795,3635905,3337880,2384200,-476840,3695510,1549730,2563015,3218670,1907360,3457090,3516695,3993535,2145780,1132495,4172350,2324595,4708795,2384200,2443805,715260,3397485,1728545,1728545,3218670,2205385,2443805
87500,-2264990,1311310,-476840,-3814720,-715260,-1251705,238420,-894075,-1847755,-1013285,-1490125,-1847755,-1192100,-2086175,-2086175,-2682225,1668940,-1072890,-1072890,-3457090,-3039855,-2026570,-4589585,-2861040,1907360,12874680,1370915,-1907360,0,0,-1847755,-953680,-1609335,-2145780,-3099460,-1966965,-774865,-2741830,-2741830,-59605,298025,0,-1311310,-655655,119210,1609335,-2622620,-894075,357630,596050,1192100,-894075,-417235,-1132495,119210,-3933930,-1847755,-596050,-59605,-298025
87600,2384200,4410770,2980250,11086530,4410770,2145780,7629440,13351520,2861040,-2503410,2801435,3516695,-238420,1430520,-2801435,1072890,1549730,4649190,3278275,-1370915,3337880,1370915,-536445,2205385,1430520,14185990,476840,4351165,7212205,2563015,3099460,1072890,2264990,2264990,2682225,3278275,4470375,3874325,1609335,2443805,2563015,2622620,2801435,5006820,3457090,3099460,1311310,2920645,2622620,5900895,3397485,-59605,2920645,1966965,3278275,1966965,2861040,1251705,1668940,3337880
87700,476840,-238420,894075,2324595,2145780,-1609335,4589585,3457090,-119210,-1609335,-1549730,1907360,417235,-476840,-1370915,-2980250,1490125,-596050,0,-1430520,-119210,-1966965,178815,-1966965,-2026570,13470730,-1609335,-1728545,357630,2026570,-953680,-1311310,-417235,298025,-1132495,-774865,119210,-3337880,-2563015,357630,-2205385,-1788150,-59605,-536445,-953680,-894075,-238420,-3516695,-715260,1966965,-596050,-1609335,536445,1132495,-476840,178815,-1966965,-1490125,-1192100,-953680
87800,-1430520,0,-894075,2861040,1013285,-1788150,3039855,-6496945,2205385,3159065,1490125,834470,-178815,1788150,-655655,-357630,1311310,-774865,238420,774865,834470,-1251705,357630,2503410,536445,8940750,2086175,-476840,1728545,1907360,1430520,1549730,2086175,3039855,894075,119210,1668940,536445,417235,3337880,2801435,2980250,3457090,-417235,-596050,4768400,834470,774865,-1132495,2205385,2324595,834470,-596050,1072890,-1847755,3218670,2801435,2563015,894075,2264990
87900,-834470,238420,-1251705,-1847755,-1847755,-59605,-953680,6496945,-1251705,298025,417235,357630,0,-1311310,-715260,1192100,536445,1490125,-1132495,-894075,2324595,-476840,1072890,2145780,2563015,11026925,1311310,-715260,-357630,655655,-417235,0,2861040,953680,3516695,2205385,1430520,-1132495,894075,1192100,1549730,655655,-953680,2205385,-774865,-774865,-3099460,-59605,-894075,1788150,1668940,1370915,-1966965,0,-1192100,-774865,-1549730,536445,-417235,-417235
88000,-2145780,-476840,-2026570,-6616155,-2861040,-178815,-953680,-3337880,-6496945,536445,-1847755,-2563015,-1549730,-4470375,-894075,-3695510,-1609335,-3516695,-2920645,-6139315,-4649190,-1788150,-3516695,-1668940,-894075,10907715,-1847755,178815,-4887610,-2145780,-3337880,-1609335,-3635905,-3933930,-894075,-1668940,-2086175,-1668940,-3278275,-2801435,-1013285,-1192100,-1728545,-119210,-417235,-1966965,-2443805,-2980250,-1549730,-2264990,-2264990,-3457090,-3457090,-4172350,-3099460,-3039855,-2264990,-2145780,-3218670,-4112745
88100,-1609335,-1549730,-2503410,1966965,-2384200,-2861040,-2622620,-3039855,-4589585,59605,-357630,-3933930,-3576300,-2622620,-357630,-4649190,-2682225,-3635905,-1966965,-4947215,-3755115,-4053140,-2264990,-6198920,357630,12636260,-2145780,238420,-3159065,-3576300,-417235,-834470,-5483660,-4887610,-1907360,-1847755,-2324595,-1072890,-357630,-2980250,-536445,-298025,-536445,-178815,-1072890,-1788150,-1728545,-1072890,-3874325,-1847755,-3993535,-1251705,-2086175,-2741830,-1072890,-1966965,-2741830,-1847755,-536445,-774865
88200,3576300,1490125,-894075,-1370915,2503410,-357630,655655,1251705,2682225,2861040,2503410,3516695,3457090,1907360,-1192100,-1609335,1132495,-834470,1192100,298025,-596050,-59605,3576300,-417235,3218670,18656365,3933930,1013285,1132495,1490125,2264990,2920645,834470,-357630,1549730,2861040,596050,1609335,1072890,1311310,3874325,4231955,3159065,2205385,3278275,953680,2682225,1728545,1311310,1192100,1013285,1907360,3576300,1072890,2205385,2563015,3576300,2384200,2384200,6496945
88300,-4708795,-2145780,-5424055,-5126030,-2980250,-3397485,-5364450,-9417590,-4470375,-3218670,-4231955,-3099460,-3457090,-3099460,298025,-4768400,-6973785,-6914180,-4351165,-7152600,-5424055,-3337880,-3755115,-5424055,-5364450,-3933930,-4172350,-3099460,-4053140,-5126030,-5006820,-2741830,-3814720,-5722080,-4589585,-2384200,-5245240,-3695510,-3874325,-2563015,-834470,-2563015,-5364450,-3576300,-4231955,-2205385,-3516695,-4947215,-1072890,-3576300,-6616155,-4112745,-1430520,-1907360,-2682225,-5304845,-3993535,-3576300,-6079710,-5126030
88400,-59605,1728545,298025,7450625,2503410,1490125,1072890,-13470730,-1847755,774865,2741830,357630,59605,-1311310,-298025,238420,238420,2443805,2086175,-894075,-1311310,655655,1728545,417235,119210,2741830,417235,357630,-417235,-536445,-774865,-119210,238420,-1966965,119210,-59605,-119210,-357630,-1072890,298025,2920645,2622620,-894075,-1132495,1490125,2801435,-715260,-655655,-417235,953680,-357630,715260,2563015,1788150,-774865,-2563015,2086175,-1549730,-3278275,-1192100
88500,-3278275,-2205385,-1788150,7927465,-1311310,-5006820,1132495,-7033390,-6139315,-2205385,2145780,-1907360,-4112745,-4351165,-1311310,-1072890,-3993535,119210,774865,-3874325,1013285,-1311310,-2563015,-1788150,596050,20444515,536445,-238420,-2086175,-715260,-1728545,-1490125,-834470,-1072890,476840,-1966965,-1132495,-2324595,-2682225,-1072890,-2443805,-476840,-1609335,-1668940,-2801435,-476840,-2384200,-2145780,-3695510,-2086175,-834470,-3576300,-2384200,-357630,-1490125,-4887610,-1192100,1192100,-2086175,-3159065
88600,-6794970,-4887610,-5364450,1072890,-5304845,-4708795,-238420,-16808610,-7152600,-6616155,-3874325,-1668940,-3397485,-4529980,774865,-4947215,-3933930,-3159065,-2920645,-6258525,-4589585,-4231955,-4529980,-5602870,-2443805,-5662475,-3695510,-4351165,-8404305,-3159065,-834470,-2563015,-3874325,-2980250,-536445,-5483660,-4470375,-2920645,-2503410,-3635905,-3635905,-3993535,-2563015,-1549730,-6437340,-2682225,-5424055,-5245240,-4410770,-4768400,-3755115,-6198920,-5304845,-3278275,-5483660,-4231955,-2920645,-3457090,-2682225,-3218670
88700,3337880,5304845,3993535,11861395,3516695,-1072890,774865,-19252415,-178815,-476840,2920645,6318130,3218670,1788150,-1013285,-1072890,1668940,2145780,3099460,3337880,-953680,178815,1907360,3993535,6377735,4291560,2264990,2801435,4172350,2086175,4828005,1907360,4351165,3695510,5185635,-1370915,1847755,3457090,3218670,4351165,2443805,2443805,3755115,4172350,2503410,1728545,834470,3159065,3576300,2086175,1966965,1370915,774865,2622620,1370915,2980250,2443805,2563015,1788150,4291560
88800,-1370915,-1132495,-1907360,3397485,1132495,-3278275,-5602870,-6139315,-6377735,-2622620,-1847755,-2741830,119210,-2503410,-2026570,-3576300,-2980250,-3337880,-2205385,-3576300,-5304845,-4470375,-2563015,-3695510,-3397485,-11205740,-3159065,-3099460,-4828005,59605,-2563015,-3218670,-3695510,0,-953680,-2145780,-2980250,-2503410,-3635905,-3039855,59605,-2861040,-2801435,1251705,-596050,-2741830,-1311310,-2622620,-2622620,-2622620,-2503410,-1788150,-3397485,-3278275,-3695510,-1430520,-3635905,-2563015,-3099460,-953680
88900,-7510230,-4410770,-2264990,-3039855,-1966965,-3635905,-4053140,-11205740,-1788150,-5126030,-4053140,-4053140,-1430520,-4828005,-476840,-5006820,-3576300,-5066425,-1907360,-2741830,-5900895,-7092995,-8940750,-2563015,-1490125,-26464620,-834470,-3755115,-4351165,-3695510,-3218670,-4947215,-3993535,-2741830,-3159065,-3516695,-3039855,-4410770,-4708795,-3039855,-1788150,-2801435,-4589585,-1668940,-6616155,-4351165,-3993535,-3337880,-2443805,-4112745,-4470375,-2861040,-5960500,-6258525,-4053140,-4053140,-4649190,-3516695,-2205385,-4172350
89000,4708795,4947215,7391020,14603225,7569835,6377735,7689045,10252060,6139315,6914180,7271810,6020105,6318130,6735365,-1132495,3933930,3814720,6556550,7569835,7152600,6914180,7152600,5245240,6854575,7748650,-13887965,6794970,6258525,7092995,3993535,7271810,6616155,6258525,5602870,8821540,5841290,7629440,3218670,7569835,6556550,6616155,4529980,6139315,7808255,2384200,7927465,4351165,3814720,4649190,6318130,7331415,5900895,5185635,6079710,6258525,4291560,7092995,5543265,5722080,6794970
89100,4231955,2741830,715260,7092995,5304845,2443805,2145780,12397840,4112745,2145780,2086175,5304845,4708795,5602870,238420,2980250,1072890,5602870,5841290,4768400,3695510,4410770,2443805,5662475,6616155,1907360,4112745,5900895,5900895,2205385,4828005,3337880,3039855,2980250,6258525,2741830,3993535,178815,3457090,3218670,1311310,3516695,3457090,7748650,2324595,4768400,2801435,1013285,3874325,2682225,1907360,3278275,3635905,3039855,1609335,119210,2205385,1728545,715260,5066425
89200,298025,1251705,-476840,4947215,-298025,-417235,655655,7152600,298025,1609335,1668940,2145780,894075,5066425,1251705,1251705,-476840,1966965,2086175,2443805,1907360,2443805,2980250,894075,3695510,-6616155,1728545,1430520,2563015,-2443805,1370915,1311310,0,1251705,3099460,-953680,1907360,-834470,953680,2026570,-655655,238420,238420,3337880,953680,894075,417235,417235,3695510,238420,476840,-476840,-774865,2443805,-1013285,774865,1490125,-178815,596050,2324595
89300,2086175,4351165,1430520,-5960500,1728545,4410770,2443805,10490480,715260,1549730,3337880,2503410,1430520,3218670,1668940,3397485,2205385,-1609335,2145780,1132495,2920645,6556550,3457090,1192100,3755115,-1430520,3576300,774865,1549730,-178815,1013285,2682225,1549730,3337880,2503410,3397485,4291560,-1430520,2801435,2622620,2324595,2980250,298025,1847755,2741830,1728545,3397485,2801435,4291560,2801435,3516695,2086175,715260,2324595,1072890,4053140,834470,953680,2384200,3516695
89400,-1013285,4053140,-238420,1668940,2682225,2622620,2443805,25451335,2563015,834470,1072890,953680,2384200,3099460,-596050,2264990,2384200,1728545,1788150,953680,-834470,6437340,2980250,3814720,3755115,1430520,1013285,3516695,1966965,2563015,2920645,3695510,3993535,4529980,3874325,2443805,1192100,3337880,3337880,3814720,2682225,3278275,1966965,3457090,2264990,3814720,4828005,1549730,3039855,1013285,3397485,1788150,-1609335,1072890,2920645,2622620,2145780,2503410,1490125,4470375
89500,2503410,3337880,2026570,4708795,4887610,4053140,1907360,23603580,6675760,5841290,3159065,1966965,4231955,4291560,-1192100,2980250,2324595,6735365,4589585,2384200,2503410,4529980,4649190,3039855,3635905,8642725,3397485,2741830,1907360,774865,5781685,4589585,4231955,3039855,4589585,3159065,4053140,4708795,3337880,3159065,5543265,3933930,6437340,5245240,4053140,4231955,4351165,2563015,5722080,4828005,3933930,1668940,1728545,3576300,3457090,417235,3039855,3159065,894075,1907360
89600,3814720,7271810,3516695,11742185,6377735,8344700,5543265,13470730,7152600,7271810,6079710,6675760,10132850,3397485,-1728545,4649190,5543265,7450625,3039855,8881145,5245240,6973785,2741830,6020105,7271810,16152955,5126030,3814720,4231955,3933930,7391020,7212205,7271810,3993535,7033390,6794970,4828005,8761935,6318130,6139315,6437340,8404305,7152600,7569835,5900895,7092995,5364450,7271810,7212205,6675760,7867860,5841290,6914180,6675760,7927465,4828005,6437340,3159065,7569835,4708795
89700,953680,2443805,2145780,8285095,1192100,1907360,3218670,-7152600,3635905,2801435,1132495,2264990,3337880,-1192100,1490125,-655655,2086175,-59605,-1072890,3397485,-1490125,655655,-536445,3337880,2622620,10013640,1251705,-119210,-894075,476840,715260,596050,3278275,715260,715260,476840,834470,178815,3218670,-1728545,3993535,3218670,655655,1847755,1609335,2741830,2324595,2384200,-1132495,3635905,1013285,476840,596050,1549730,1072890,596050,3039855,1251705,2801435,536445
89800,2324595,655655,1788150,3814720,953680,2384200,2861040,3814720,4351165,2086175,4172350,3337880,894075,953680,655655,596050,715260,-1013285,1966965,3099460,1668940,3874325,2563015,2622620,2145780,14424410,3039855,1668940,3576300,655655,2086175,-238420,4112745,2264990,953680,-59605,1549730,-834470,1728545,2503410,3397485,2503410,2741830,596050,2503410,-119210,2980250,2801435,-119210,1013285,2861040,298025,238420,2563015,774865,1132495,3397485,1966965,3457090,5841290
89900,1966965,-178815,0,3695510,-1013285,834470,1788150,8881145,1847755,417235,1430520,5483660,1490125,-59605,476840,-536445,-715260,596050,-178815,119210,-2086175,-1192100,-536445,1192100,774865,7271810,3218670,-1490125,1430520,-596050,3755115,-178815,1907360,2205385,1251705,-953680,2324595,238420,298025,1013285,3635905,1966965,1132495,2384200,3516695,1132495,2324595,1251705,715260,2384200,1907360,-298025,-1132495,298025,834470,-1430520,119210,357630,2324595,2026570
90000,1966965,2384200,4529980,-3278275,2741830,5602870,5006820,1132495,2443805,4351165,5662475,2980250,2563015,3933930,1370915,2682225,2086175,2980250,-1847755,3278275,2086175,3278275,3814720,2205385,-1072890,27537510,4112745,2443805,4649190,1192100,1966965,1311310,2861040,2205385,2801435,2443805,3218670,2622620,1192100,2026570,3814720,2861040,2145780,3755115,4112745,3755115,4529980,4529980,1966965,3337880,3993535,2384200,-894075,2086175,417235,-59605,3516695,4172350,7092995,4768400
90100,-1251705,1430520,774865,-7271810,-1251705,4649190,2145780,10252060,2682225,2443805,1966965,-1132495,1311310,476840,-536445,1609335,2622620,3516695,774865,1192100,3755115,2741830,4828005,417235,-2801435,25630150,2920645,1549730,3218670,-774865,1966965,4828005,1907360,-596050,3755115,3218670,2145780,2264990,2145780,476840,0,3278275,-59605,3278275,3039855,1370915,3933930,2622620,894075,1013285,4708795,1609335,-834470,1728545,3874325,238420,2801435,4053140,2443805,2861040
90200,-4947215,-4589585,-3635905,-2980250,-3576300,596050,-2264990,5722080,-2861040,-2264990,-1668940,-834470,-2264990,-3933930,715260,-2086175,1013285,-2682225,-2503410,-3099460,-1609335,-953680,-2682225,-1430520,-4291560,1013285,-3516695,-3933930,-1549730,-4053140,417235,-2205385,-3218670,-3278275,774865,-2503410,-715260,-2503410,-834470,-1549730,-5066425,-1609335,-1728545,-1728545,-1370915,-3039855,-834470,-1907360,-715260,-3218670,-2264990,-4828005,-2563015,-2741830,1013285,-1370915,-1311310,-298025,1192100,-2503410
90300,-1251705,1549730,-1728545,1072890,3278275,-119210,894075,7271810,953680,-1430520,1192100,953680,2503410,596050,357630,476840,536445,-596050,-1192100,-596050,2086175,536445,-596050,-2026570,357630,-1907360,834470,-1430520,1251705,-3933930,2443805,-715260,-1847755,1311310,1430520,3993535,2324595,2861040,1132495,357630,-59605,2682225,1788150,1370915,1192100,1907360,1251705,1549730,298025,1192100,1251705,1668940,-357630,1728545,119210,655655,2324595,1728545,3278275,3278275
90400,536445,655655,1609335,2980250,3635905,3397485,2384200,11086530,4589585,1549730,1192100,-119210,3457090,0,-476840,3814720,715260,834470,-1132495,178815,2503410,834470,1907360,2622620,1192100,1370915,596050,4231955,2086175,2384200,3814720,953680,-1668940,476840,1311310,3993535,-476840,834470,2563015,1072890,2980250,3814720,2622620,3218670,3516695,1966965,1311310,1549730,2861040,715260,2205385,2086175,715260,1490125,-417235,-655655,2145780,2264990,2503410,4589585
90500,-2324595,-834470,-2980250,4291560,-4410770,-119210,-4470375,-1728545,-834470,-4053140,-2443805,-1907360,-3159065,-3874325,-417235,-3576300,-3814720,-4351165,-2861040,-5722080,-2801435,-6616155,-3755115,-5066425,-5126030,-4291560,-4649190,-2086175,-2980250,-4053140,-3874325,-3933930,-6198920,-3635905,-3755115,-2920645,-9000355,-1907360,-3457090,-3933930,-2443805,-1907360,-3874325,-2861040,-1013285,-4589585,-3755115,-3159065,-3218670,-2861040,-4410770,-6854575,-6556550,-4112745,-7689045,-3159065,-2324595,-1311310,-3337880,-5662475
90600,-2324595,1132495,-5006820,-59605,-238420,-1966965,-178815,-8106280,-3099460,-4172350,-2205385,-3337880,-4529980,-3397485,-1788150,-655655,596050,-2920645,-1251705,-3635905,-1609335,-4768400,-3874325,-6258525,-1728545,-1072890,-1847755,596050,-2443805,-655655,-3576300,-1966965,-4708795,-3635905,-2264990,-2622620,-4708795,-4351165,-2026570,-655655,-1132495,-596050,-2086175,-774865,-2741830,-2503410,-2264990,-2682225,-1430520,-2801435,-4112745,-3099460,-4529980,-2563015,-4470375,-4053140,-1251705,-3576300,-2086175,-5543265
90700,1490125,4053140,2205385,1192100,1013285,178815,3457090,12993890,4351165,-357630,1847755,2980250,1728545,2622620,1490125,-298025,3039855,1370915,715260,-417235,774865,2384200,-178815,3635905,2086175,17166240,119210,6139315,-1013285,2086175,2086175,2920645,1788150,-715260,655655,2682225,3099460,2086175,5424055,3039855,2264990,2980250,2503410,5841290,2503410,774865,2980250,1072890,1430520,1072890,-1370915,2801435,-1013285,2563015,1668940,2026570,1847755,1311310,3159065,178815
90800,1430520,1370915,5066425,-3933930,-2145780,1132495,-1311310,3993535,1490125,1430520,1013285,2741830,3874325,2801435,-1370915,-1132495,953680,-894075,1609335,834470,417235,1192100,-1251705,2026570,3516695,11921000,0,3635905,5543265,1728545,2980250,3457090,2801435,655655,536445,1549730,4112745,2682225,3695510,238420,2622620,1430520,1788150,4947215,59605,-178815,3278275,834470,834470,1132495,3218670,3159065,1966965,2503410,1907360,0,238420,1728545,2980250,2980250
90900,774865,3397485,2086175,2682225,2741830,3695510,1490125,-10728900,3218670,2205385,1609335,1847755,3933930,3755115,-1132495,953680,4589585,3278275,4828005,2384200,3516695,2861040,1072890,3457090,2205385,17881500,3576300,1549730,3457090,5245240,3755115,3814720,3695510,119210,1072890,2682225,2503410,3814720,1609335,596050,1490125,2801435,2503410,4589585,1907360,1192100,2801435,3278275,2920645,536445,4887610,3695510,5185635,3099460,3874325,4112745,2503410,3516695,1013285,3159065
